;ID1;Source;ID;Year;Length;Type_length;Weight;Type_of_weight;age;Prob.East.;GEAR;BFT_Area;Month;quarter;Method
425;425;US+Can;11BFT221-1;2011;141.682126;EST_L;48.49833913;EST_L;4;0.1;RR;W_ATL;7;3;Otolith Chemistry
426;426;US+Can;11BFT222-1;2011;136.783066;EST_L;43.65094973;EST_L;7;0.328;RR;W_ATL;7;3;Otolith Chemistry
427;427;US+Can;11BFT223-1;2011;141.682126;EST_L;48.49833913;EST_L;6;0.168;RR;W_ATL;7;3;Otolith Chemistry
428;428;US+Can;11BFT224-1;2011;139.280626;EST_L;46.07970389;EST_L;5;0.118;RR;W_ATL;7;3;Otolith Chemistry
429;429;US+Can;11BFT225-1;2011;129.482506;EST_L;37.04326602;EST_L;5;0.126;RR;W_ATL;7;3;Otolith Chemistry
430;430;US+Can;11BFT226-1;2011;150.6;NA;55.8;NA;6;0.21;RR;W_ATL;7;3;Otolith Chemistry
431;431;US+Can;11BFT227-1;2011;145.8;NA;40.8;NA;5;0.234;RR;W_ATL;7;3;Otolith Chemistry
432;432;US+Can;11BFT229-1;2011;NA;NA;NA;NA;9;0.044;UN;W_ATL;6;2;Otolith Chemistry
433;433;US+Can;11BFT229-2;2011;NA;NA;NA;NA;8;0.064;UN;W_ATL;6;2;Otolith Chemistry
434;434;US+Can;11BFT229-3;2011;NA;NA;NA;NA;7;0.062;UN;W_ATL;6;2;Otolith Chemistry
435;435;US+Can;11BFT23-1;2011;77.6;NA;11.34;NA;2;0.032;RR;W_ATL;6;2;Otolith Chemistry
436;436;US+Can;11BFT230-1;2011;NA;NA;NA;NA;9;0.082;UN;W_ATL;6;2;Otolith Chemistry
437;437;US+Can;11BFT230-2;2011;NA;NA;NA;NA;8;0.034;UN;W_ATL;6;2;Otolith Chemistry
438;438;US+Can;11BFT230-3;2011;NA;NA;NA;NA;8;0.264;UN;W_ATL;6;2;Otolith Chemistry
439;439;US+Can;11BFT230-4;2011;NA;NA;NA;NA;9;0.02;UN;W_ATL;6;2;Otolith Chemistry
440;440;US+Can;11BFT230-5;2011;NA;NA;NA;NA;9;0.53;UN;W_ATL;6;2;Otolith Chemistry
441;441;US+Can;11BFT231-1;2011;NA;NA;NA;NA;9;0.074;UN;W_ATL;7;3;Otolith Chemistry
442;442;US+Can;11BFT231-2;2011;NA;NA;NA;NA;9;0.044;UN;W_ATL;7;3;Otolith Chemistry
443;443;US+Can;11BFT231-3;2011;NA;NA;NA;NA;9;0;UN;W_ATL;7;3;Otolith Chemistry
444;444;US+Can;11BFT231-4;2011;NA;NA;NA;NA;10;0.056;UN;W_ATL;7;3;Otolith Chemistry
445;445;US+Can;11BFT231-5;2011;NA;NA;NA;NA;7;0.16;UN;W_ATL;7;3;Otolith Chemistry
446;446;US+Can;11BFT231-6;2011;NA;NA;NA;NA;9;0.074;UN;W_ATL;7;3;Otolith Chemistry
447;447;US+Can;11BFT232-1;2011;NA;NA;NA;NA;8;0.042;UN;W_ATL;7;3;Otolith Chemistry
448;448;US+Can;11BFT232-2;2011;NA;NA;NA;NA;8;0.032;UN;W_ATL;7;3;Otolith Chemistry
449;449;US+Can;11BFT232-3;2011;NA;NA;NA;NA;8;0.02;UN;W_ATL;7;3;Otolith Chemistry
450;450;US+Can;11BFT232-4;2011;NA;NA;NA;NA;9;0.138;UN;W_ATL;7;3;Otolith Chemistry
451;451;US+Can;11BFT232-5;2011;NA;NA;NA;NA;10;0.006;UN;W_ATL;7;3;Otolith Chemistry
452;452;US+Can;11BFT232-6;2011;NA;NA;NA;NA;9;0.002;UN;W_ATL;7;3;Otolith Chemistry
453;453;US+Can;11BFT232-7;2011;NA;NA;NA;NA;9;0.82;UN;W_ATL;7;3;Otolith Chemistry
454;454;US+Can;11BFT237-1;2011;131.980066;EST_L;40.3423443;EST_L;6;0.036;RR;W_ATL;8;3;Otolith Chemistry
455;455;US+Can;11BFT238-1;2011;149.3;NA;58.38767105;EST_L;6;0.082;RR;W_ATL;8;3;Otolith Chemistry
456;456;US+Can;11BFT24-1;2011;80.3;NA;9.98;NA;3;0.048;RR;W_ATL;6;2;Otolith Chemistry
457;457;US+Can;11BFT242-1;2011;141.682126;EST_L;49.90304077;EST_L;6;0.156;RR;W_ATL;8;3;Otolith Chemistry
458;458;US+Can;11BFT246-1;2011;142.1;NA;50.34563167;EST_L;6;0.97;RR;W_ATL;8;3;Otolith Chemistry
459;459;US+Can;11BFT248-1;2011;115.3;NA;26.90465609;EST_L;6;0.002;RR;W_ATL;8;3;Otolith Chemistry
460;460;US+Can;11BFT25-1;2011;101.2;NA;17.40295999;EST_L;4;0.024;RR;W_ATL;6;2;Otolith Chemistry
461;461;US+Can;11BFT251-1;2011;107.580826;EST_L;21.85733379;EST_L;6;0.022;RR;W_ATL;8;3;Otolith Chemistry
462;462;US+Can;11BFT251-2;2011;129.482506;EST_L;38.09640713;EST_L;5;0.34;RR;W_ATL;8;3;Otolith Chemistry
463;463;US+Can;11BFT252-1;2011;139.280626;EST_L;47.40968058;EST_L;4;0.05;RR;W_ATL;8;3;Otolith Chemistry
464;464;US+Can;11BFT253-1;2011;107.580826;EST_L;21.85733379;EST_L;2;0.044;RR;W_ATL;8;3;Otolith Chemistry
465;465;US+Can;11BFT254-1;2011;113.4;NA;25.59713769;EST_L;4;0.132;RR;W_ATL;8;3;Otolith Chemistry
466;466;US+Can;11BFT255-1;2011;145.7;NA;54.26740648;EST_L;7;0.068;RR;W_ATL;8;3;Otolith Chemistry
467;467;US+Can;11BFT256-1;2011;149.1;NA;58.15347693;EST_L;6;0.006;RR;W_ATL;8;3;Otolith Chemistry
468;468;US+Can;11BFT257-1;2011;118.5;NA;29.20610358;EST_L;5;0.014;RR;W_ATL;8;3;Otolith Chemistry
469;469;US+Can;11BFT258-1;2011;155.4;NA;65.83610403;EST_L;4;0.002;RR;W_ATL;8;3;Otolith Chemistry
470;470;US+Can;11BFT259-1;2011;147.1;NA;55.8458763;EST_L;5;0.286;RR;W_ATL;8;3;Otolith Chemistry
471;471;US+Can;11BFT26-1;2011;100.5;NA;19.05;NA;4;0.464;RR;W_ATL;6;2;Otolith Chemistry
472;472;US+Can;11BFT260-1;2011;141.682126;EST_L;49.90304077;EST_L;7;0.09;RR;W_ATL;8;3;Otolith Chemistry
473;473;US+Can;11BFT261-1;2011;148.6;NA;57.57073244;EST_L;5;0.124;RR;W_ATL;8;3;Otolith Chemistry
474;474;US+Can;11BFT262-1;2011;111.1;NA;24.07188507;EST_L;4;0.202;RR;W_ATL;8;3;Otolith Chemistry
475;475;US+Can;11BFT263-1;2011;136;NA;44.1397499;EST_L;6;0.044;RR;W_ATL;8;3;Otolith Chemistry
476;476;US+Can;11BFT264-1;2011;113.4;NA;25.59713769;EST_L;3;0.018;RR;W_ATL;8;3;Otolith Chemistry
477;477;US+Can;11BFT265-1;2011;137.3;NA;45.41689851;EST_L;7;0.024;RR;W_ATL;8;3;Otolith Chemistry
478;478;US+Can;11BFT266-1;2011;148.8;NA;57.8033609;EST_L;5;0.01;RR;W_ATL;8;3;Otolith Chemistry
479;479;US+Can;11BFT267-1;2011;114.881386;EST_L;27.05664996;EST_L;6;0.014;RR;W_ATL;9;3;Otolith Chemistry
480;480;US+Can;11BFT267-2;2011;141.682126;EST_L;50.77234357;EST_L;6;0.04;RR;W_ATL;9;3;Otolith Chemistry
481;481;US+Can;11BFT268-1;2011;101.432986;EST_L;22.67;NA;4;0.016;RR;W_ATL;5;2;Otolith Chemistry
482;482;US+Can;11BFT269-1;2011;78.282526;EST_L;8.448005207;EST_L;3;0.528;RR;W_ATL;5;2;Otolith Chemistry
483;483;US+Can;11BFT27-1;2011;82.2;NA;14.97;NA;3;0.026;RR;W_ATL;6;2;Otolith Chemistry
484;484;US+Can;11BFT270-1;2011;79.531306;EST_L;8.858618277;EST_L;4;0.022;RR;W_ATL;5;2;Otolith Chemistry
485;485;US+Can;11BFT271-1;2011;85.583086;EST_L;11.03769127;EST_L;4;0.142;RR;W_ATL;5;2;Otolith Chemistry
486;486;US+Can;11BFT272-1;2011;95.381206;EST_L;1.81;NA;4;0.016;RR;W_ATL;5;2;Otolith Chemistry
487;487;US+Can;11BFT273-1;2011;107.580826;EST_L;21.91810017;EST_L;3;0.02;RR;W_ATL;5;2;Otolith Chemistry
488;488;US+Can;11BFT274-1;2011;85.583086;EST_L;11.03769127;EST_L;3;0.202;RR;W_ATL;5;2;Otolith Chemistry
489;489;US+Can;11BFT275-1;2011;78.282526;EST_L;12.7;NA;3;0.118;RR;W_ATL;5;2;Otolith Chemistry
490;490;US+Can;11BFT276-1;2011;NA;NA;NA;NA;8;0.048;RR;W_ATL;5;2;Otolith Chemistry
491;491;US+Can;11BFT28-1;2011;101.7;NA;17.66119181;EST_L;3;0.032;RR;W_ATL;6;2;Otolith Chemistry
492;492;US+Can;11BFT29-1;2011;79.5;NA;8.460178926;EST_L;3;0.01;RR;W_ATL;6;2;Otolith Chemistry
493;493;US+Can;11BFT298-1;2011;139.2;NA;47.6;NA;6;0.002;RR;W_ATL;9;3;Otolith Chemistry
494;494;US+Can;11BFT299-1;2011;149.4;NA;56.3;NA;7;0.666;RR;W_ATL;9;3;Otolith Chemistry
497;497;US+Can;11BFT30-1;2011;103;NA;20.41;NA;5;0.026;RR;W_ATL;6;2;Otolith Chemistry
498;498;US+Can;11BFT300-1;2011;111.5;NA;26.2;NA;5;0.454;RR;W_ATL;9;3;Otolith Chemistry
499;499;US+Can;11BFT301-1;2011;140.8;NA;56.2;NA;3;0.05;RR;W_ATL;9;3;Otolith Chemistry
500;500;US+Can;11BFT302-1;2011;142.3;NA;52;NA;6;0.06;RR;W_ATL;9;3;Otolith Chemistry
501;501;US+Can;11BFT303-1;2011;144.9;NA;54;NA;6;0.064;RR;W_ATL;9;3;Otolith Chemistry
502;502;US+Can;11BFT304-1;2011;139.6;NA;49;NA;5;0.512;RR;W_ATL;9;3;Otolith Chemistry
503;503;US+Can;11BFT305-1;2011;143.2;NA;55.5;NA;5;0.234;RR;W_ATL;9;3;Otolith Chemistry
504;504;US+Can;11BFT306-1;2011;143.3;NA;53.3;NA;5;0.202;RR;W_ATL;9;3;Otolith Chemistry
505;505;US+Can;11BFT307-1;2011;112.5;NA;22.6;NA;7;0.044;RR;W_ATL;9;3;Otolith Chemistry
506;506;US+Can;11BFT308-1;2011;144.3;NA;51.2;NA;5;0.048;RR;W_ATL;9;3;Otolith Chemistry
507;507;US+Can;11BFT309-1;2011;122.181946;EST_L;32.55309348;EST_L;4;0.006;RR;W_ATL;9;3;Otolith Chemistry
508;508;US+Can;11BFT31-1;2011;102.1;NA;17.69;NA;3;0.006;RR;W_ATL;6;2;Otolith Chemistry
509;509;US+Can;11BFT310-1;2011;149.7;NA;59.89473257;EST_L;5;0.202;RR;W_ATL;9;3;Otolith Chemistry
510;510;US+Can;11BFT311-1;2011;111.4;NA;28.4;NA;5;0.018;RR;W_ATL;9;3;Otolith Chemistry
511;511;US+Can;11BFT312-1;2011;142.930906;EST_L;52.12751538;EST_L;7;0.002;RR;W_ATL;9;3;Otolith Chemistry
512;512;US+Can;11BFT313-1;2011;115.1;NA;27;NA;5;0.056;RR;W_ATL;9;3;Otolith Chemistry
513;513;US+Can;11BFT314-1;2011;116.034106;EST_L;27.87978884;EST_L;5;0.034;RR;W_ATL;9;3;Otolith Chemistry
514;514;US+Can;11BFT315-1;2011;112.4;NA;25.34005822;EST_L;3;0.054;RR;W_ATL;9;3;Otolith Chemistry
515;515;US+Can;11BFT316-1;2011;123.8;NA;33.86436494;EST_L;4;0.202;RR;W_ATL;9;3;Otolith Chemistry
516;516;US+Can;11BFT317-1;2011;121.2;NA;31.77407891;EST_L;5;0.018;RR;W_ATL;9;3;Otolith Chemistry
517;517;US+Can;11BFT318-1;2011;117.8;NA;29.17290504;EST_L;5;0.006;RR;W_ATL;9;3;Otolith Chemistry
518;518;US+Can;11BFT32-1;2011;97.6;NA;19.96;NA;3;0.016;RR;W_ATL;6;2;Otolith Chemistry
519;519;US+Can;11BFT323-1;2011;178.280986;EST_L;101.1973476;EST_L;10;0;RR;W_ATL;9;3;Otolith Chemistry
520;520;US+Can;11BFT324-1;2011;185.581546;EST_L;114.1532973;EST_L;10;0;RR;W_ATL;9;3;Otolith Chemistry
521;521;US+Can;11BFT326-1;2011;188.079106;EST_L;118.8271716;EST_L;11;0.202;RR;W_ATL;9;3;Otolith Chemistry
522;522;US+Can;11BFT328-1;2011;185.581546;EST_L;114.1532973;EST_L;8;0.024;RR;W_ATL;9;3;Otolith Chemistry
523;523;US+Can;11BFT33-1;2011;83.8;NA;9.902595725;EST_L;3;0.072;RR;W_ATL;6;2;Otolith Chemistry
524;524;US+Can;11BFT338-1;2011;231.978526;EST_L;223.0460425;EST_L;9;0.038;RR;W_ATL;9;3;Otolith Chemistry
525;525;US+Can;11BFT34-1;2011;133;NA;39.3805453;EST_L;5;0.134;RR;W_ATL;6;2;Otolith Chemistry
526;526;US+Can;11BFT344-1;2011;268.577386;EST_L;346.2335721;EST_L;9;0.004;HP;W_ATL;9;3;Otolith Chemistry
527;527;US+Can;11BFT348-1;2011;195.379666;EST_L;133.2173238;EST_L;9;0.216;RR;W_ATL;9;3;Otolith Chemistry
528;528;US+Can;11BFT35-1;2011;96.2;NA;14.95746587;EST_L;5;0.13;RR;W_ATL;6;2;Otolith Chemistry
529;529;US+Can;11BFT350-1;2011;183.180046;EST_L;109.7763622;EST_L;8;0.33;RR;W_ATL;9;3;Otolith Chemistry
530;530;US+Can;11BFT351-1;2011;200.278726;EST_L;143.4979242;EST_L;10;0.056;RR;W_ATL;9;3;Otolith Chemistry
531;531;US+Can;11BFT36-1;2011;97.4;NA;15.52201901;EST_L;4;0.048;RR;W_ATL;6;2;Otolith Chemistry
532;532;US+Can;11BFT37-1;2011;110.2;NA;19.5;NA;4;0;RR;W_ATL;6;2;Otolith Chemistry
533;533;US+Can;11BFT372-1;2011;180.438;EST_L;104.9172904;EST_L;8;0.036;UN;W_ATL;9;3;Otolith Chemistry
534;534;US+Can;11BFT372-2;2011;202.215;EST_L;147.7027105;EST_L;8;0.392;UN;W_ATL;9;3;Otolith Chemistry
535;535;US+Can;11BFT372-3;2011;175.253;EST_L;96.1252772;EST_L;11;0.036;UN;W_ATL;9;3;Otolith Chemistry
536;536;US+Can;11BFT372-4;2011;266.509;EST_L;338.2911991;EST_L;19;0.148;UN;W_ATL;9;3;Otolith Chemistry
537;537;US+Can;11BFT372-5;2011;254.065;EST_L;293.0581349;EST_L;16;0.058;UN;W_ATL;9;3;Otolith Chemistry
538;538;US+Can;11BFT373-1;2011;163.846;EST_L;78.54135003;EST_L;6;0.13;UN;W_ATL;9;3;Otolith Chemistry
539;539;US+Can;11BFT373-2;2011;190.808;EST_L;124.0779552;EST_L;9;0.444;UN;W_ATL;9;3;Otolith Chemistry
540;540;US+Can;11BFT373-3;2011;210.511;EST_L;166.6490519;EST_L;10;0.352;UN;W_ATL;9;3;Otolith Chemistry
541;541;US+Can;11BFT373-4;2011;177.327;EST_L;99.58057528;EST_L;9;0.02;UN;W_ATL;9;3;Otolith Chemistry
542;542;US+Can;11BFT373-5;2011;183.549;EST_L;110.4414039;EST_L;7;0.062;UN;W_ATL;9;3;Otolith Chemistry
543;543;US+Can;11BFT374-1;2011;187.697;EST_L;118.1039915;EST_L;9;0;UN;W_ATL;9;3;Otolith Chemistry
544;544;US+Can;11BFT374-2;2011;192.882;EST_L;128.170502;EST_L;9;0.01;UN;W_ATL;9;3;Otolith Chemistry
545;545;US+Can;11BFT374-3;2011;194.956;EST_L;132.3520913;EST_L;8;0.08;UN;W_ATL;9;3;Otolith Chemistry
546;546;US+Can;11BFT374-4;2011;187.697;EST_L;118.1039915;EST_L;8;0.124;UN;W_ATL;9;3;Otolith Chemistry
547;547;US+Can;11BFT375-1;2011;183.549;EST_L;110.4414039;EST_L;9;0.024;UN;W_ATL;9;3;Otolith Chemistry
548;548;US+Can;11BFT375-2;2011;263.398;EST_L;326.575566;EST_L;20;0.188;UN;W_ATL;9;3;Otolith Chemistry
549;549;US+Can;11BFT375-3;2011;171.105;EST_L;89.45639452;EST_L;7;0.528;UN;W_ATL;9;3;Otolith Chemistry
550;550;US+Can;11BFT379-1;2011;184.586;EST_L;112.3249786;EST_L;10;0.236;UN;W_ATL;9;3;Otolith Chemistry
551;551;US+Can;11BFT38-1;2011;83.1;NA;9.657431895;EST_L;3;0.066;RR;W_ATL;6;2;Otolith Chemistry
552;552;US+Can;11BFT389-1;2011;183.180046;EST_L;109.7763622;EST_L;9;0;RR;W_ATL;9;3;Otolith Chemistry
553;553;US+Can;11BFT39-1;2011;102.3;NA;17.97441997;EST_L;5;0.144;RR;W_ATL;6;2;Otolith Chemistry
554;554;US+Can;11BFT4-1;2011;80.4;NA;8.749646258;EST_L;3;0.024;RR;W_ATL;6;2;Otolith Chemistry
555;555;US+Can;11BFT40-1;2011;108.5;NA;21.43016256;EST_L;3;0.004;RR;W_ATL;6;2;Otolith Chemistry
556;556;US+Can;11BFT41-1;2011;78.1;NA;8.022677837;EST_L;3;0.046;RR;W_ATL;6;2;Otolith Chemistry
557;557;US+Can;11BFT411-1;2011;108.2;NA;23.24970451;EST_L;3;0.02;RR;W_ATL;10;4;Otolith Chemistry
558;558;US+Can;11BFT412-1;2011;107.484766;EST_L;22.79051204;EST_L;5;0.202;RR;W_ATL;10;4;Otolith Chemistry
559;559;US+Can;11BFT412-2;2011;124.583446;EST_L;35.52966751;EST_L;4;0.132;RR;W_ATL;10;4;Otolith Chemistry
560;560;US+Can;11BFT413-1;2011;100.184206;EST_L;18.44481982;EST_L;3;0.05;RR;W_ATL;10;4;Otolith Chemistry
561;561;US+Can;11BFT413-2;2011;114.881386;EST_L;27.84109369;EST_L;4;0.202;RR;W_ATL;10;4;Otolith Chemistry
562;562;US+Can;11BFT415-1;2011;102.681766;EST_L;19.86275508;EST_L;4;0.624;RR;W_ATL;10;4;Otolith Chemistry
563;563;US+Can;11BFT416-1;2011;114.881386;EST_L;27.84109369;EST_L;4;0.03;RR;W_ATL;10;4;Otolith Chemistry
564;564;US+Can;11BFT417-1;2011;139.6;NA;49.34249416;EST_L;4;0.022;RR;W_ATL;11;4;Otolith Chemistry
565;565;US+Can;11BFT42-1;2011;99.4;NA;16.49414155;EST_L;4;0.004;RR;W_ATL;6;2;Otolith Chemistry
566;566;US+Can;11BFT420-1;2011;105.5;NA;20.06794475;EST_L;5;0.038;RR;W_ATL;7;3;Otolith Chemistry
567;567;US+Can;11BFT421-1;2011;82.4;NA;10.24709192;EST_L;4;0.066;RR;W_ATL;10;4;Otolith Chemistry
568;568;US+Can;11BFT422-1;2011;114.6;NA;25.70567023;EST_L;5;0.196;RR;W_ATL;7;3;Otolith Chemistry
569;569;US+Can;11BFT423-1;2011;112.1;NA;24.06378906;EST_L;5;0.04;RR;W_ATL;7;3;Otolith Chemistry
570;570;US+Can;11BFT425-1;2011;97.6;NA;16.58641095;EST_L;3;0.122;RR;W_ATL;9;3;Otolith Chemistry
572;572;US+Can;11BFT428-1;2011;105.8;NA;20.23919521;EST_L;4;0.666;RR;W_ATL;7;3;Otolith Chemistry
573;573;US+Can;11BFT429-1;2011;101.8;NA;22.2;NA;4;0.216;RR;W_ATL;7;3;Otolith Chemistry
574;574;US+Can;11BFT43-1;2011;109.2;NA;17.24;NA;3;0.266;RR;W_ATL;6;2;Otolith Chemistry
575;575;US+Can;11BFT44-1;2011;102.6;NA;18.1324107;EST_L;4;0.028;RR;W_ATL;6;2;Otolith Chemistry
576;576;US+Can;11BFT447-1;2011;207.579286;EST_L;162.5427885;EST_L;11;0.192;RR;W_ATL;11;4;Otolith Chemistry
577;577;US+Can;11BFT448-1;2011;227.079466;EST_L;212.8834067;EST_L;8;0.1;RR;W_ATL;11;4;Otolith Chemistry
578;578;US+Can;11BFT449-1;2011;266.175886;EST_L;348.5547653;EST_L;14;0.136;RR;W_ATL;10;4;Otolith Chemistry
579;579;US+Can;11BFT45-1;2011;99.1;NA;16.34581254;EST_L;4;0.032;RR;W_ATL;6;2;Otolith Chemistry
580;580;US+Can;11BFT450-1;2011;180.438;EST_L;106.6839698;EST_L;8;0.16;RR;W_ATL;11;4;Otolith Chemistry
581;581;US+Can;11BFT451-1;2011;186.66;EST_L;119.8738604;EST_L;10;0.242;RR;W_ATL;10;4;Otolith Chemistry
582;582;US+Can;11BFT452-1;2011;224.677966;EST_L;206.1896534;EST_L;9;0.196;RR;W_ATL;11;4;Otolith Chemistry
583;583;US+Can;11BFT453-1;2011;183.180046;EST_L;113.2770338;EST_L;9;0.42;RR;W_ATL;10;4;Otolith Chemistry
584;584;US+Can;11BFT454-1;2011;263.678326;EST_L;333.5431151;EST_L;15;0.044;RR;W_ATL;11;4;Otolith Chemistry
585;585;US+Can;11BFT455-1;2011;236.781526;EST_L;241.4022916;EST_L;12;0.018;RR;W_ATL;11;4;Otolith Chemistry
586;586;US+Can;11BFT456-1;2011;219.778906;EST_L;192.9728275;EST_L;10;0.158;RR;W_ATL;11;4;Otolith Chemistry
587;587;US+Can;11BFT457-1;2011;182.512;EST_L;112.0390337;EST_L;9;0.348;UN;W_ATL;10;4;Otolith Chemistry
588;588;US+Can;11BFT458-1;2011;198.067;EST_L;143.2869664;EST_L;9;0.068;UN;W_ATL;10;4;Otolith Chemistry
589;589;US+Can;11BFT459-1;2011;175.253;EST_L;99.16419453;EST_L;9;0;UN;W_ATL;10;4;Otolith Chemistry
590;590;US+Can;11BFT46-1;2011;80.7;NA;8.847579779;EST_L;2;0.002;RR;W_ATL;6;2;Otolith Chemistry
591;591;US+Can;11BFT460-1;2011;191.845;EST_L;130.1710366;EST_L;8;0.032;UN;W_ATL;10;4;Otolith Chemistry
592;592;US+Can;11BFT461-1;2011;228.14;EST_L;219.204926;EST_L;11;0.04;UN;W_ATL;10;4;Otolith Chemistry
593;593;US+Can;11BFT462-1;2011;157.624;EST_L;72.08896155;EST_L;7;0.15;UN;W_ATL;10;4;Otolith Chemistry
594;594;US+Can;11BFT463-1;2011;201.178;EST_L;150.1634444;EST_L;19;0.24;UN;W_ATL;10;4;Otolith Chemistry
595;595;US+Can;11BFT464-1;2011;184.586;EST_L;115.9122625;EST_L;7;0.004;UN;W_ATL;10;4;Otolith Chemistry
596;596;US+Can;11BFT465-1;2011;158.661;EST_L;73.52488686;EST_L;7;0.048;UN;W_ATL;10;4;Otolith Chemistry
597;597;US+Can;11BFT466-1;2011;179.401;EST_L;106.3926938;EST_L;11;0;UN;W_ATL;10;4;Otolith Chemistry
598;598;US+Can;11BFT467-1;2011;238.51;EST_L;250.5620898;EST_L;12;0;UN;W_ATL;10;4;Otolith Chemistry
599;599;US+Can;11BFT468-1;2011;201.178;EST_L;150.1634444;EST_L;10;0.042;UN;W_ATL;10;4;Otolith Chemistry
600;600;US+Can;11BFT469-1;2011;156.587;EST_L;70.67187848;EST_L;10;0.38;UN;W_ATL;10;4;Otolith Chemistry
601;601;US+Can;11BFT47-1;2011;75.3;NA;7.193366645;EST_L;4;0.01;RR;W_ATL;6;2;Otolith Chemistry
602;602;US+Can;11BFT48-1;2011;75;NA;9.51;NA;3;0.048;RR;W_ATL;6;2;Otolith Chemistry
603;603;US+Can;11BFT482-1;2011;109.1;NA;21.78628399;EST_L;4;0.094;RR;W_ATL;6;2;Otolith Chemistry
604;604;US+Can;11BFT483-1;2011;NA;NA;NA;NA;4;0.158;RR;W_ATL;6;2;Otolith Chemistry
605;605;US+Can;11BFT484-1;2011;103.4;NA;18.55823083;EST_L;4;0.202;RR;W_ATL;6;2;Otolith Chemistry
606;606;US+Can;11BFT485-1;2011;98.2;NA;15.90615635;EST_L;4;0.004;RR;W_ATL;6;2;Otolith Chemistry
607;607;US+Can;11BFT486-1;2011;141.3;NA;47.6;NA;5;0.058;RR;W_ATL;7;3;Otolith Chemistry
608;608;US+Can;11BFT487-1;2011;101.3;NA;17.45440398;EST_L;5;0.454;RR;W_ATL;6;2;Otolith Chemistry
609;609;US+Can;11BFT488-1;2011;108.1;NA;22.5;NA;3;0.16;RR;W_ATL;7;3;Otolith Chemistry
610;610;US+Can;11BFT49-1;2011;83.1;NA;9.657431895;EST_L;4;0.09;RR;W_ATL;6;2;Otolith Chemistry
611;611;US+Can;11BFT490-1;2011;109.3;NA;21.90586031;EST_L;4;0.042;RR;W_ATL;6;2;Otolith Chemistry
612;612;US+Can;11BFT491-1;2011;135.9;NA;40.4;NA;5;0.142;RR;W_ATL;6;2;Otolith Chemistry
613;613;US+Can;11BFT494-1;2011;101;NA;17.30037487;EST_L;5;0.302;RR;W_ATL;6;2;Otolith Chemistry
614;614;US+Can;11BFT495-1;2011;106.4;NA;20.21426884;EST_L;4;0.034;RR;W_ATL;6;2;Otolith Chemistry
615;615;US+Can;11BFT5-1;2011;81.932806;EST_L;14.06;NA;3;0.008;RR;W_ATL;6;2;Otolith Chemistry
616;616;US+Can;11BFT50-1;2011;101.7;NA;17.66119181;EST_L;5;0.01;RR;W_ATL;6;2;Otolith Chemistry
617;617;US+Can;11BFT51-1;2011;78.5;NA;8.146102924;EST_L;5;0.18;RR;W_ATL;6;2;Otolith Chemistry
618;618;US+Can;11BFT52-1;2011;76.6;NA;7.570920937;EST_L;2;0.69;RR;W_ATL;6;2;Otolith Chemistry
619;619;US+Can;11BFT53-1;2011;76.2;NA;7.453380182;EST_L;2;0.238;RR;W_ATL;6;2;Otolith Chemistry
620;620;US+Can;11BFT54-1;2011;82.8;NA;9.553610354;EST_L;2;0.07;RR;W_ATL;6;2;Otolith Chemistry
621;621;US+Can;11BFT55-1;2011;80.4;NA;8.749646258;EST_L;2;0.428;RR;W_ATL;6;2;Otolith Chemistry
622;622;US+Can;11BFT56-1;2011;78.4;NA;8.115129054;EST_L;2;0.576;RR;W_ATL;6;2;Otolith Chemistry
623;623;US+Can;11BFT57-1;2011;80.1;NA;8.16;NA;3;0.448;RR;W_ATL;6;2;Otolith Chemistry
626;626;US+Can;11BFT6-1;2011;80.7;NA;8.847579779;EST_L;3;0.032;RR;W_ATL;6;2;Otolith Chemistry
627;627;US+Can;11BFT60-1;2011;107.6;NA;22.67;NA;5;0.166;RR;W_ATL;7;3;Otolith Chemistry
628;628;US+Can;11BFT61-1;2011;107.3;NA;18.59;NA;3;0.024;RR;W_ATL;7;3;Otolith Chemistry
629;629;US+Can;11BFT63-1;2011;93.8;NA;13.86968448;EST_L;4;0.428;RR;W_ATL;6;2;Otolith Chemistry
630;630;US+Can;11BFT65-1;2011;131.1;NA;35.5;NA;6;0.24;RR;W_ATL;6;2;Otolith Chemistry
631;631;US+Can;11BFT66-1;2011;102.2;NA;17.92196066;EST_L;5;0.022;RR;W_ATL;6;2;Otolith Chemistry
632;632;US+Can;11BFT67-1;2011;101.7;NA;17.66119181;EST_L;4;0.216;RR;W_ATL;6;2;Otolith Chemistry
633;633;US+Can;11BFT69-1;2011;108.2;NA;21.2535637;EST_L;5;0.066;RR;W_ATL;6;2;Otolith Chemistry
634;634;US+Can;11BFT7-1;2011;76.9;NA;7.659881331;EST_L;3;0.018;RR;W_ATL;6;2;Otolith Chemistry
635;635;US+Can;11BFT70-1;2011;99.7;NA;16.64336347;EST_L;4;0.214;RR;W_ATL;6;2;Otolith Chemistry
636;636;US+Can;11BFT72-1;2011;144.659986;EST_L;49.8;NA;6;0.602;RR;W_ATL;6;2;Otolith Chemistry
637;637;US+Can;11BFT74-1;2011;105;NA;19.429728;EST_L;3;0.686;RR;W_ATL;6;2;Otolith Chemistry
638;638;US+Can;11BFT75-1;2011;NA;NA;NA;NA;5;0;RR;W_ATL;6;2;Otolith Chemistry
